"annee","cnc","visa","titre","genre","nationalite","distributeur","classification","sortie","art_et_essai","etab_s1"
"2022","2019005695","152190","LA COMBATTANTE","DOCUMENTAIRE","FRANCE","KMBO","TP","2022-10-05","OUI","12"
"2022","2019005718","152207","GOLDA MARIA","DOCUMENTAIRE","FRANCE","AD VITAM","TP","2022-02-09","OUI","18"
"2022","2019005754","148252","PETITE FLEUR","COMEDIE","FRANCE","KMBO","TPA","2022-06-08","OUI","132"
"2022","2019005756","152223","ET IL Y EUT UN MATIN","DRAME","ISRAEL ","PYRAMIDE","TP","2022-04-13","OUI","57"
"2022","2019005757","152222","LIBRE GARANCE !","DRAME","FRANCE","NOUR FILMS","TP","2022-09-21","OUI","57"
"2022","2019005787","152254","SUPER HEROS MALGRE LUI","COMEDIE","FRANCE","STUDIOCANAL","TP","2022-02-02","NON","801"
"2022","2020000018","152263","LES CINQ DIABLES","COMEDIE DRAMATIQUE","FRANCE","LE PACTE","TP","2022-08-31","OUI","162"
"2022","2020000057","152267","UN AUTRE MONDE","DRAME","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-02-16","OUI","274"
"2022","2020000130","152290","REPRISE EN MAIN","COMEDIE","FRANCE","JOUR 2 FETE","TP","2022-10-19","OUI","144"
"2022","2020000131","152291","PORTE DE VINCENNES","DRAME","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2022-03-02","NON","1"
"2022","2020000263","152336","LES GRAINES QUE L'ON SEME","DRAME","FRANCE","NOUR FILMS","TP","2022-02-23","OUI","9"
"2022","2020000269","152338","KOMPROMAT","THRILLER","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-09-07","NON","586"
"2022","2020000329","155724","MORBIUS","FANTASTIQUE","ETATS UNIS","SONY PICTURES ENTERTAINMENT","TPA","2022-03-30","NON","620"
"2022","2020000395","152377","L'ENFANT","DRAME","PORTUGAL ","ALFAMA FILMS PRODUCTION","TP","2022-04-20","OUI","9"
"2022","2020000414","152383","I LOVE GREECE","COMEDIE","FRANCE","PYRAMIDE","TP","2022-07-06","OUI","115"
"2022","2020000471","152415","LA FEMME DU FOSSOYEUR","DRAME","FINLANDE ","ORANGE STUDIO","TP","2022-04-27","OUI","46"
"2022","2020000503","152438","PENELOPE MON AMOUR","DOCUMENTAIRE","FRANCE","NORTE DISTRIBUTION","TP","2022-10-12","OUI","8"
"2022","2020000523","152456","A CHIARA","DRAME","ITALIE ","HAUT ET COURT DISTRIBUTION","TP","2022-04-13","OUI","55"
"2022","2020000536","152462","LA TRES TRES GRANDE CLASSE","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2022-08-10","NON","566"
"2022","2020000552","152466","MON HEROÏNE","COMEDIE","FRANCE","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","TP","2022-12-14","NON","387"
"2022","2020000627","152517","HORS DU MONDE","THRILLER","FRANCE","NEXT FILMS","12A","2022-01-19","NON","10"
"2022","2020000785","150831","EN ATTENDANT BOJANGLES","DRAME","FRANCE","STUDIOCANAL","TP","2022-01-05","NON","600"
"2022","2020000794","152586","CA TOURNE A SAINT-PIERRE ET MIQUELON","COMEDIE DRAMATIQUE","FRANCE","DESTINY FILMS","TP","2022-05-25","NON","41"
"2022","2020000842","152607","LE TOURBILLON DE LA VIE","DRAME","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-12-21","NON","314"
"2022","2020000870","152625","TOUT FOUT LE CAMP","COMEDIE","FRANCE","REZO FILMS","TP","2022-09-14","OUI","51"
"2022","2020000879","152626","GOODNIGHT SOLDIER","DRAME","FRANCE","JOUR 2 FETE","TP","2022-06-29","OUI","46"
"2022","2020001028","152661","CLIMBING BLIND","DOCUMENTAIRE","GRANDE BRETAGNE",".FILIGRANOWA","TP","2022-03-09","NON","2"
"2022","2020001087","149096","ENQUETE SUR UN SCANDALE D'ETAT","POLITIQUE","FRANCE","PYRAMIDE","TP","2022-02-09","OUI","201"
"2022","2020001095","152687","GHOST SONG","DOCUMENTAIRE","FRANCE","LES ALCHIMISTES","TP","2022-04-27","OUI","25"
"2022","2020001116","155580","ALGUNAS BESTIAS","THRILLER","CHILI","TAMASA DISTRIBUTION","12A","2022-04-20","OUI","6"
"2022","2020001131","152715","MA FAMILLE AFGHANE","ANIMATION","REPUBLIQUE TCHEQUE ","DIAPHANA DISTRIBUTION","TP","2022-04-27","OUI","101"
"2022","2020001137","152717","SENTINELLE SUD","DRAME","FRANCE","UFO DISTRIBUTION","TP","2022-04-27","OUI","109"
"2022","2020001216","158002","LOS FUERTES","DRAME","CHILI","OPTIMALE","TP","2022-05-04","OUI","8"
"2022","2020001243","152732","PACIFICTION TOURMENT SUR LES ILES","DRAME","FRANCE","LES FILMS DU LOSANGE","TP","2022-11-09","OUI","56"
"2022","2020001259","152756","JACKY CAILLOU","DRAME","FRANCE","ARIZONA FILMS DISTRIBUTION","TP","2022-11-02","OUI","39"
"2022","2020001263","152748","H6","DOCUMENTAIRE","FRANCE","NOUR FILMS","TP","2022-02-02","OUI","56"
"2022","2020001360","154428","A NOS ENFANTS","DRAME","BRESIL","EPICENTRE FILMS","TP","2022-02-23","OUI","27"
"2022","2020001460","152824","MUNICIPALE","COMEDIE","FRANCE","REZO FILMS","TP","2022-01-26","OUI","28"
"2022","2020001472","152852","CAMPAGNE DE France (LA)","DOCUMENTAIRE","FRANCE","LES BOOKMAKERS","TP","2022-03-09","OUI","24"
"2022","2020001475","152850","ABUELA","HORREUR","ESPAGNE ","WILD BUNCH DISTRIBUTION","12","2022-04-06","NON","173"
"2022","2020001487","152867","MAISON DE RETRAITE","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2022-02-16","NON","576"
"2022","2020001489","152865","CANAILLES","COMEDIE","FRANCE","ORANGE STUDIO","TP","2022-09-14","NON","388"
"2022","2020001510","152906","A DEMAIN MON AMOUR","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2022-03-09","OUI","43"
"2022","2020001517","152922","CARAVAGE","BIOGRAPHIE","ITALIE ","LE PACTE","TP","2022-12-28","OUI","359"
"2022","2020001522","152926","HOPPER ET LE HAMSTER DES TENEBRES","ANIMATION","BELGIQUE ","SONY PICTURES ENTERTAINMENT","TP","2022-02-16","NON","626"
"2022","2020001537","152949","TOUT LE MONDE AIME JEANNE","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-09-07","OUI","208"
"2022","2020001539","152954","PETAOUCHNOCK","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-11-09","NON","272"
"2022","2020001543","152961","MA NUIT","DRAME","FRANCE","EPICENTRE FILMS","TP","2022-03-09","OUI","20"
"2022","2020001564","152988","ZAÏ ZAÏ ZAÏ ZAÏ","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-02-23","NON","191"
"2022","2020001585","153013","REVANCHE DES CREVETTES PAILLETEES (LA)","COMEDIE","FRANCE","UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS","TP","2022-04-13","NON","429"
"2022","2020001625","153041","UNE BELLE COURSE","COMEDIE DRAMATIQUE","FRANCE","PATHE FILMS","TP","2022-09-21","NON","604"
"2022","2020001639","153071","VEDETTE","DOCUMENTAIRE","FRANCE","NEW STORY","TP","2022-03-30","OUI","26"
"2022","2020001661","153085","L'OMBRE DE GOYA PAR JEAN-CLAUDE CARRIERE","DOCUMENTAIRE","FRANCE","EPICENTRE FILMS","TP","2022-09-21","OUI","59"
"2022","2020001693","153107","DOWN IN PARIS","DRAME","FRANCE","OPTIMALE","TPA","2022-03-02","OUI","2"
"2022","2020001729","153140","BROADWAY","DRAME","GRECE ","LE PACTE","TPA","2022-06-01","OUI","39"
"2022","2020001757","153163","ROBUSTE","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-03-02","OUI","138"
"2022","2020001761","154080","UBEUR","COMEDIE DRAMATIQUE","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2022-11-23","NON","1"
"2022","2020001763","153171","SOLEX DANS LES PRES","COMEDIE","FRANCE","LE COUVOIR","TP","2022-10-19","NON","11"
"2022","2020001814","153199","UNE JEUNE FILLE QUI VA BIEN","DRAME","FRANCE","AD VITAM","TP","2022-01-26","OUI","205"
"2022","2020001819","153205","TRANCHEES","DOCUMENTAIRE","FRANCE","LES ALCHIMISTES","TP","2022-05-11","OUI","11"
"2022","2020001828","153214","PERMIS DE CONSTRUIRE","COMEDIE","FRANCE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2022-03-09","NON","446"
"2022","2020001839","153216","ET J'AIME A LA FUREUR","DOCUMENTAIRE","FRANCE","L’ATELIER DISTRIBUTION","TP","2022-04-20","OUI","12"
"2022","2020001895","153267","ENTRE LA VIE ET LA MORT","THRILLER","BELGIQUE","LE PACTE","TP","2022-06-29","NON","219"
"2022","2020001927","153307","LES VEDETTES","COMEDIE","FRANCE","GAUMONT","TP","2022-02-09","NON","538"
"2022","2020001934","155907","LES AFFLUENTS","DRAME","FRANCE","LOCAL FILMS","TP","2022-02-16","OUI","5"
"2022","2020001964","153330","UNICORN WARS","ANIMATION","ESPAGNE","UFO DISTRIBUTION","12","2022-12-28","OUI","57"
"2022","2020001971","","CODA","COMEDIE DRAMATIQUE","ETATS UNIS","PATHE FILMS","TP","2022-04-23","NON","123"
"2022","2020001989","153339","MENESTREL","AVENTURES","FRANCE","FESTIZICNEMA","TP","2022-08-03","NON","1"
"2022","2020001997","153347","J'ADORE CE QUE VOUS FAITES","COMEDIE","FRANCE","GAUMONT","TP","2022-05-18","NON","568"
"2022","2020001999","146631","AZURO","COMEDIE DRAMATIQUE","FRANCE","PANAME DISTRIBUTION","TP","2022-03-30","OUI","89"
"2022","2020002012","150750","ADIEU MONSIEUR HAFFMANN","DRAME","FRANCE","PATHE FILMS","TP","2022-01-12","NON","634"
"2022","2020002038","153374","LE PIED NICKELE","COMEDIE","FRANCE","PANOCEANIC FILMS","TP","2022-06-08","NON","4"
"2022","2020002072","152097","MES FRERES, ET MOI","DRAME","FRANCE","AD VITAM","TP","2022-01-05","OUI","196"
"2022","2020002082","153390","EN NOUS","DOCUMENTAIRE","FRANCE","SHELLAC","TP","2022-03-23","OUI","33"
"2022","2020002132","153422","MORT SUR LE NIL","POLICIER","GRANDE BRETAGNE","THE WALT DISNEY COMPANY FRANCE","TP","2022-02-09","NON","501"
"2022","2020002203","150198","ILS SONT VIVANTS","COMEDIE DRAMATIQUE","FRANCE","MEMENTO DISTRIBUTION","TP","2022-02-23","OUI","113"
"2022","2020002212","153458","EN DECALAGE","DRAME","ESPAGNE ","LE PACTE","TP","2022-08-03","OUI","48"
"2022","2020002215","153448","INEXORABLE","THRILLER","BELGIQUE ","LES BOOKMAKERS","12","2022-04-06","OUI","86"
"2022","2020002218","153447","VARSOVIE 83, UNE AFFAIRE D'ETAT","DRAME","POLOGNE ","MEMENTO DISTRIBUTION","TP","2022-05-04","OUI","96"
"2022","2020002241","153479","LES PASSAGERS DE LA NUIT","DRAME","FRANCE","PYRAMIDE","TP","2022-05-04","OUI","251"
"2022","2020002244","153482","INCROYABLE MAIS VRAI","THRILLER","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-06-15","OUI","402"
"2022","2020002246","153484","IRREDUCTIBLE","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-06-29","NON","716"
"2022","2020002294","153486","LYNX","DOCUMENTAIRE","SUISSE ","GEBEKA FILMS","TP","2022-01-19","OUI","165"
"2022","2020002303","153499","EN CORPS","COMEDIE DRAMATIQUE","FRANCE","STUDIOCANAL","TP","2022-03-30","OUI","449"
"2022","2020002304","153500","ENTRE LES VAGUES","DRAME","FRANCE","KMBO","TP","2022-03-16","OUI","71"
"2022","2020002307","153503","LA LEGENDE DU ROI CRABE","DRAME","ITALIE ","SHELLAC","TP","2022-02-23","OUI","37"
"2022","2020002343","153521","MASCARADE","COMEDIE DRAMATIQUE","FRANCE","PATHE FILMS","TP","2022-11-01","NON","522"
"2022","2020002393","153539","MAGDALA","DRAME","FRANCE","METEORE FILMS","TP","2022-07-20","OUI","32"
"2022","2020002397","154944","LA LECON D'ALLEMAND","DRAME","ALLEMAGNE","WILD BUNCH DISTRIBUTION","TP","2022-01-12","OUI","40"
"2022","2020002433","152952","LE PARFUM VERT","COMEDIE","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-12-21","OUI","295"
"2022","2020002566","154948","LES LECONS PERSANES","DRAME","RUSSIE","KMBO","TPA","2022-01-19","OUI","129"
"2022","2020002568","155755","LOS LOBOS","DRAME","MEXIQUE","BODEGA FILMS","TP","2022-01-19","OUI","35"
"2022","2020002618","156841","L'ECOLE DU BOUT DU MONDE","AVENTURES","BHOUTAN","ARP MERMOZ","TP","2022-05-11","NON","75"
"2022","2020002644","153600","ON SOURIT POUR LA PHOTO","COMEDIE","FRANCE","ORANGE STUDIO","TP","2022-05-11","NON","393"
"2022","2020002786","153642","RIPOSTE FEMINISTE","DOCUMENTAIRE","FRANCE","WILD BUNCH DISTRIBUTION","TP","2022-11-09","OUI","80"
"2022","2020002906","153651","MASTEMAH","HORREUR","FRANCE","ALBA FILMS","12","2022-06-29","NON","89"
"2022","2020002937","153674","L'HYPOTHESE DEMOCRATIQUE, UNE HISTOIRE BASQUE","DOCUMENTAIRE","FRANCE","NOUR FILMS","TP","2022-04-20","OUI","19"
"2022","2020002991","156186","THE SOUVENIR","DRAME","GRANDE BRETAGNE","CONDOR DISTRIBUTION","TP","2022-02-02","OUI","60"
"2022","2020003002","155793","SAIS TU POURQUOI JE SAUTE","DOCUMENTAIRE","ETATS UNIS","L’ATELIER DISTRIBUTION","TP","2022-04-06","NON","3"
"2022","2020003156","153731","L'ESPRIT SACRE ","SCIENCE FICTION","ESPAGNE ","LA FABRICA NOCTURNA","TP","2022-07-06","OUI","16"
"2022","2020003270","152959","LE TEMPS DES SECRETS","COMEDIE","FRANCE","PATHE FILMS","TP","2022-03-23","NON","724"
"2022","2020003272","153753","NOS FRANGINS","BIOGRAPHIE","FRANCE","LE PACTE","TP","2022-12-07","OUI","255"
"2022","2020003319","154439","LES TRAVAUX ET LES JOURS","DRAME","ETATS UNIS","CAPRICCI FILMS","TP","2022-06-22","OUI","6"
"2022","2020003340","153765","VACANCES","DRAME","FRANCE","PANAME DISTRIBUTION","TPA","2022-09-28","OUI","72"
"2022","2020003396","153770","NOTRE-DAME BRULE","DRAME","FRANCE","PATHE FILMS","TP","2022-03-16","NON","779"
"2022","2020003420","","NO HARD FEELINGS LE MONDE EST A NOUS","DRAME","ALLEMAGNE","SONATA FILMS DISTRIBUTION","16","2022-03-23","NON","1"
"2022","2020003431","153780","JUMEAUX MAIS PAS TROP","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-09-28","NON","572"
"2022","2020003439","153787","ARTHUR, MALEDICTION","HORREUR","FRANCE","APOLLO FILMS DISTRIBUTION","12A","2022-06-29","NON","282"
"2022","2020003453","149811","TROPIQUE DE LA VIOLENCE","DRAME","FRANCE","TANDEM","TPA","2022-03-23","OUI","34"
"2022","2020003489","153805","SEULE AUTOUR DU MONDE","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2022-11-09","OUI","27"
"2022","2020003617","153858","BABYSITTER","COMEDIE","CANADA ","BAC FILMS DISTRIBUTION","TP","2022-04-27","OUI","69"
"2022","2020003628","153865","LA COLLINE OU RUGISSENT LES LIONNES","DRAME","KOSOVO","LE PACTE","TP","2022-04-27","OUI","45"
"2022","2020003657","153895","MARIA REVE","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2022-09-28","NON","317"
"2022","2020003665","153903","PAS DE QUARTIER","DRAME","FRANCE","DIALECTIK","TP","2022-04-27","OUI","9"
"2022","2020003695","153935","L'INNOCENT","COMEDIE","FRANCE","AD VITAM","TP","2022-10-12","OUI","369"
"2022","2020003704","153945","ADIEU PARIS","COMEDIE","FRANCE","LE PACTE","TP","2022-01-26","OUI","79"
"2022","2020003711","153952","PLUMES","COMEDIE","FRANCE","DULAC DISTRIBUTION","12","2022-03-23","OUI","33"
"2022","2020003724","154021","LE PHARAON, LE SAUVAGE ET LA PRINCESSE","ANIMATION","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-10-19","OUI","421"
"2022","2020003745","154051","ALORS ON DANSE","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2022-03-16","NON","488"
"2022","2020003824","157917","DAYS","DRAME","TAIWAN","CAPRICCI FILMS","TP","2022-11-30","OUI","12"
"2022","2020003834","156353","POUR TOUJOURS","DRAME","ITALIE","DESTINY FILMS","TP","2022-02-09","OUI","68"
"2022","2020003845","154137","LITTLE PALESTINE JOURNAL D'UN SIEGE","DOCUMENTAIRE","LIBAN","DULAC DISTRIBUTION","TP","2022-01-12","OUI","35"
"2022","2021002367","155609","PIGGY","THRILLER","ESPAGNE","DISTRICUP","12A","2022-11-02","OUI","3"
"2022","2020003851","154138","355","THRILLER","GRANDE BRETAGNE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-01-05","NON","467"
"2022","2020003855","154144","LA COUR DES MIRACLES","COMEDIE","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-09-28","OUI","194"
"2022","2020003864","154153","LA GENERALE","DOCUMENTAIRE","FRANCE","NOUR FILMS","TP","2022-11-23","OUI","11"
"2022","2020003885","154167","L'AMOUR C'EST MIEUX QUE LA VIE","COMEDIE DRAMATIQUE","FRANCE","METROPOLITAN FILMEXPORT","TP","2022-01-19","NON","531"
"2022","2020003927","154205","DESERTITUDE","COMEDIE","FRANCE","MATSYLIE PRODUCTIONS","TP","2022-08-17","OUI","3"
"2022","2020003932","154210","VITALINA VARELA","DRAME","PORTUGAL","SURVIVANCE","TP","2022-01-12","OUI","31"
"2022","2020003934","154201","YUKU ET LA FLEUR D'HIMALAYA","ANIMATION","BELGIQUE","GEBEKA FILMS","TP","2022-10-19","OUI","140"
"2022","2020004006","154239","TOUTE UNE NUIT SANS SAVOIR","DOCUMENTAIRE","FRANCE","NORTE DISTRIBUTION","TP","2022-04-13","OUI","29"
"2022","2021000061","154355","WOMEN DO CRY","DRAME","BULGARIE","EUROZOOM","TPA","2022-03-09","OUI","56"
"2022","2021000077","154364","LADAKH SONGS OF THE WATER SPIRITS","DOCUMENTAIRE","ITALIE",".FILIGRANOWA","TP","2022-01-19","NON","4"
"2022","2021000119","154413","VESPER CHRONICLES","SCIENCE FICTION","LITUANIE","CONDOR DISTRIBUTION","TPA","2022-08-17","OUI","300"
"2022","2021000122","154407","LES ENFANTS DES AUTRES","DRAME","FRANCE","AD VITAM","TP","2022-09-21","OUI","345"
"2022","2021000138","154437","KANUN : LA LOI DU SANG","THRILLER","FRANCE","LES BOOKMAKERS","TP","2022-12-07","NON","48"
"2022","2021000146","154447","LES MIENS","DRAME","FRANCE","LE PACTE","TP","2022-11-23","OUI","397"
"2022","2021000163","152727","LES SECRETS DE MON PÈRE","ANIMATION","FRANCE","LE PACTE","TP","2022-09-21","OUI","246"
"2022","2021000203","154489","VOUS NE DESIREZ QUE MOI","DRAME","FRANCE","DULAC DISTRIBUTION","TP","2022-02-09","OUI","96"
"2022","2021000213","154499","MI IUBITA MON AMOUR","DRAME","FRANCE","TANDEM","TP","2022-07-27","OUI","54"
"2022","2021000228","149135","ERNEST ET CELESTINE, LE VOYAGE EN CHARABIE","ANIMATION","FRANCE","STUDIOCANAL","TP","2022-12-14","OUI","789"
"2022","2021000232","152440","MAIGRET","POLICIER","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-02-23","NON","667"
"2022","2021000342","154562","LA CONSPIRATION DU CAIRE","THRILLER","SUEDE","MEMENTO DISTRIBUTION","TP","2022-10-26","OUI","210"
"2022","2021000350","154568","COSTA BRAVA LEBANON","COMEDIE DRAMATIQUE","LIBAN","EUROZOOM","TP","2022-07-27","OUI","42"
"2022","2021000356","154576","UNE MERE","THRILLER","FRANCE","MEMENTO DISTRIBUTION","TP","2022-03-23","OUI","114"
"2022","2021000357","154579","TORI ET LOKITA","DRAME","BELGIQUE","DIAPHANA DISTRIBUTION","TP","2022-10-05","OUI","187"
"2022","2021000358","154581","AVEC AMOUR ET ACHARNEMENT","DRAME","FRANCE","AD VITAM","TP","2022-08-31","OUI","220"
"2022","2021000365","154589","PREMIERES URGENCES","DOCUMENTAIRE","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-11-16","NON","14"
"2022","2021000386","153932","NOS CORPS SONT VOS CHAMPS DE BATAILLE","DOCUMENTAIRE","FRANCE","DUBLIN FILMS","TP","2022-03-16","OUI","7"
"2022","2021000394","154614","L'OMBRE D'UN MENSONGE","DRAME","BELGIQUE","AD VITAM","TP","2022-03-23","OUI","168"
"2022","2021000402","154623","RABIYE KURNAZ CONTRE GEORGE W. BUSH","BIOGRAPHIE","ALLEMAGNE","SHELLAC","TP","2022-12-21","OUI","2"
"2022","2021000403","154630","LES FEMMES DU PAVILLON J","DRAME","MAROC","LES FILMS DES DEUX RIVES","TP","2022-05-11","NON","7"
"2022","2021000410","154627","POULET FRITES","DOCUMENTAIRE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-09-28","OUI","55"
"2022","2021000417","154641","MEMENTO MORI","DRAME","FRANCE","SEPTIEME FACTORY","TP","2022-05-18","OUI","13"
"2022","2021000426","154651","EN ROUE LIBRE","COMEDIE","FRANCE","MEMENTO DISTRIBUTION","TP","2022-06-29","OUI","175"
"2022","2021000474","154704","MON PAYS IMAGINAIRE","DOCUMENTAIRE","FRANCE","PYRAMIDE","TP","2022-10-26","OUI","52"
"2022","2021000480","154711","LES LENDEMAINS DE VEILLE","COMEDIE DRAMATIQUE","FRANCE","STAR INVEST FILMS FRANCE","TP","2022-11-09","OUI","45"
"2022","2021000491","154726","PETER VON KANT","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2022-07-06","OUI","218"
"2022","2021000493","154730","MAESTRO(S)","DRAME","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-12-07","NON","481"
"2022","2021000527","154838","SUPER Z","HORREUR","FRANCE","ORIGINE FILMS","12A","2022-10-31","NON","22"
"2022","2021000550","155311","MY FAVORITE WAR","ANIMATION","LETTONIE","DESTINY FILMS","TP","2022-04-20","OUI","50"
"2022","2021000556","154811","AMERICA LATINA","DRAME","ITALIE","LE PACTE","TPA","2022-08-17","OUI","38"
"2022","2021000587","154836","NOTRE HISTOIRE (JEAN, STACY ET LES AUTRES)","DRAME","FRANCE","A VIF CINEMAS","TP","2022-11-20","NON","1"
"2022","2021000591","154844","RESIDUE","DRAME","ETATS UNIS","CAPRICCI FILMS","TP","2022-01-05","OUI","9"
"2022","2021000593","154841","LA DEGUSTATION","COMEDIE","FRANCE","STUDIOCANAL","TP","2022-08-31","NON","454"
"2022","2021000604","154846","MENTEUR","COMEDIE","FRANCE","GAUMONT","TP","2022-07-13","NON","599"
"2022","2021000605","154847","LA PASSAGERE","DRAME","FRANCE","BAC FILMS DISTRIBUTION","TP","2022-12-28","OUI","188"
"2022","2021000624","155068","SOUS L'AILE DES ANGES","BIOGRAPHIE","ETATS UNIS","ED DISTRIBUTION","TP","2022-04-13","NON","25"
"2022","2021000629","154872","L'HEURE DU DEPART","DOCUMENTAIRE","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2022-03-16","NON","2"
"2022","2021000646","154886","QUE M'EST IL PERMIS D'ESPERER","DOCUMENTAIRE","FRANCE","A VIF CINEMAS","TP","2022-03-30","NON","3"
"2022","2021000657","154891","PLANCHA","COMEDIE","FRANCE","STUDIOCANAL","TP","2022-10-26","NON","625"
"2022","2021000744","155946","MONDE APRES NOUS (LE)","DRAME","FRANCE","TANDEM","TP","2022-04-20","OUI","68"
"2022","2021000751","154946","LA DISPARITION ?","DOCUMENTAIRE","FRANCE","REZO FILMS","TP","2022-02-09","OUI","32"
"2022","2021000766","154952","TENOR","COMEDIE DRAMATIQUE","FRANCE","STUDIOCANAL","TP","2022-05-04","NON","450"
"2022","2021000784","154966","GUANZHOU UNE NOUVELLE ERE","DOCUMENTAIRE","FRANCE","PRIMA LUCE","TP","2022-01-05","OUI","2"
"2022","2021000793","154972","JOYEUSE RETRAITE ! 2","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2022-07-20","NON","690"
"2022","2021000794","154978","DODO","DRAME","GRECE","PYRAMIDE","TP","2022-08-10","OUI","86"
"2022","2021000811","155756","CRESCENDO","MUSICAL","ALLEMAGNE","BODEGA FILMS","TP","2022-07-06","OUI","78"
"2022","2021000824","154992","LES FOLIES FERMIERES","COMEDIE DRAMATIQUE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2022-05-11","NON","511"
"2022","2021000851","154996","O FIM DO MUNDO","DRAME","FRANCE","URBAN DISTRIBUTION","TPA","2022-04-06","OUI","13"
"2022","2021000859","155003","UN BON DEBUT","DOCUMENTAIRE","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2022-10-12","OUI","24"
